Temperature,Character_Diversity,Bigram_Diversity,Coherence_Proxy
0.2,0.042727272727272725,0.20291173794358508,0.7970882620564149
0.5,0.046363636363636364,0.2456778889899909,0.7543221110100091
1.0,0.045454545454545456,0.31392174704276615,0.6860782529572338
1.2,0.05181818181818182,0.3321201091901729,0.6678798908098271
